,name,c1_dist,c2_dist,c3_dist,c4_dist,c5_dist,c6_dist,c7_dist,c8_dist
92,2011-2,7.603031483,8.759057674,0.2160349854,2.243363499,27.4813571,34.61446129,175.996851,191.0578479
93,2011-3,7.597201385,8.722312753,0.1726907341,2.173797802,27.44836849,34.61827964,175.9792178,191.0534413
94,2011-4,7.592181414,8.682935199,0.133744856,2.111539163,27.41423168,34.62163732,175.9609441,191.0486906
95,2012-1,7.587938396,8.640811715,0.09938451571,2.056821792,27.37892712,34.62453739,175.9420185,191.043582
96,2012-2,7.58443916,8.595828999,0.06979687819,2.0098799,27.34243523,34.6269829,175.9224296,191.0381014
97,2012-3,7.581650535,8.547873755,0.04516910821,1.970947698,27.30473645,34.62897692,175.9021658,191.0322351
98,2012-4,7.579539348,8.496832683,0.02568837059,1.940259396,27.26581122,34.6305225,175.8812159,191.025969
99,2013-1,7.578072427,8.442592483,0.01154183014,1.918049205,27.22563997,34.6316227,175.8595684,191.0192894
100,2013-2,7.5772166,8.385039858,0.002916651669,1.904551336,27.18420315,34.63228058,175.8372118,191.0121821
101,2013-3,7.576938696,8.324061509,0,1.9,27.14148117,34.63249919,175.8141348,191.0046335
102,2013-4,8.222530024,8.104936767,2.102379604,6.789698079,26.32052431,34.21710099,157.8296867,181.253331
103,2014-1,8,8.653900855,0.5830951895,6.140032573,27.1,34.52839411,160.5612656,174.0705891
104,2014-2,8,8.653900855,0,6.789698079,27.10461215,34.52839411,175.4389067,191.2400847
105,2014-3,8,9,0.2,6.140032573,28.1,34.63249919,175.4389067,191.3639726
106,2014-4,8,8.104936767,0.5830951895,6.789698079,27.1,34.08826778,168.2923647,188.3214539
107,2015-1,7.576938696,8.324061509,1.5,6.081118318,27.14148117,35.43176541,175.8141348,191.2400847
108,2015-2,7.057619995,8.215229759,0.2,6.789698079,27.4710757,30.50409809,143.3252246,165.6253906
109,2015-3,2,8.215229759,3.9,0.4242640687,27.14148117,34.97441922,175.6496798,191.6897754
