system:index,date,temperature,.geo
19800101,1980-01-01,299.4015808105469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800102,1980-01-02,298.7659912109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800103,1980-01-03,298.7951354980469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800104,1980-01-04,299.18121337890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800105,1980-01-05,299.0838928222656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800106,1980-01-06,299.0408020019531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800107,1980-01-07,299.5137634277344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800108,1980-01-08,299.5000305175781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800109,1980-01-09,299.1786804199219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800110,1980-01-10,298.9131774902344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800111,1980-01-11,298.9154357910156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800112,1980-01-12,299.1776123046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800113,1980-01-13,299.14111328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800114,1980-01-14,298.97845458984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800115,1980-01-15,299.26519775390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800116,1980-01-16,299.2519836425781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800117,1980-01-17,299.4336242675781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800118,1980-01-18,299.3686828613281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800119,1980-01-19,299.4374084472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800120,1980-01-20,299.35443115234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800121,1980-01-21,299.2735900878906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800122,1980-01-22,299.2077331542969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800123,1980-01-23,299.05560302734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800124,1980-01-24,299.11505126953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800125,1980-01-25,299.07879638671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800126,1980-01-26,299.1699523925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800127,1980-01-27,299.2964782714844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800128,1980-01-28,299.0773620605469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800129,1980-01-29,298.9698791503906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800130,1980-01-30,299.0107421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800131,1980-01-31,298.9561767578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800201,1980-02-01,299.4109191894531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800202,1980-02-02,299.9631042480469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800203,1980-02-03,300.1082763671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800204,1980-02-04,300.1809387207031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800205,1980-02-05,299.9523010253906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800206,1980-02-06,299.4775085449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800207,1980-02-07,299.9294738769531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800208,1980-02-08,300.1575012207031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800209,1980-02-09,300.06646728515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800210,1980-02-10,300.0933837890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800211,1980-02-11,299.94378662109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800212,1980-02-12,300.2708435058594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800213,1980-02-13,300.3050842285156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800214,1980-02-14,299.91973876953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800215,1980-02-15,299.93218994140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800216,1980-02-16,299.3700256347656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800217,1980-02-17,299.5598449707031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800218,1980-02-18,299.8238830566406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800219,1980-02-19,300.3022155761719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800220,1980-02-20,300.3758239746094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800221,1980-02-21,300.5333557128906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800222,1980-02-22,300.2845153808594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800223,1980-02-23,300.4461975097656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800224,1980-02-24,299.9532470703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800225,1980-02-25,300.74676513671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800226,1980-02-26,300.3179626464844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800227,1980-02-27,300.40673828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800228,1980-02-28,300.1381530761719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800229,1980-02-29,300.48358154296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800301,1980-03-01,300.2716369628906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800302,1980-03-02,300.9653625488281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800303,1980-03-03,300.784423828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800304,1980-03-04,300.59967041015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800305,1980-03-05,300.5350036621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800306,1980-03-06,300.8775939941406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800307,1980-03-07,301.1136779785156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800308,1980-03-08,300.904541015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800309,1980-03-09,301.1419372558594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800310,1980-03-10,300.9522705078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800311,1980-03-11,300.2600402832031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800312,1980-03-12,300.5903015136719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800313,1980-03-13,301.19451904296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800314,1980-03-14,300.8099060058594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800315,1980-03-15,301.5469665527344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800316,1980-03-16,300.9046630859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800317,1980-03-17,300.76654052734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800318,1980-03-18,300.8594970703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800319,1980-03-19,301.4532775878906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800320,1980-03-20,301.3954162597656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800321,1980-03-21,301.6951599121094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800322,1980-03-22,301.2480163574219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800323,1980-03-23,301.0261535644531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800324,1980-03-24,301.3584289550781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800325,1980-03-25,301.2872314453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800326,1980-03-26,301.451904296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800327,1980-03-27,301.5613708496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800328,1980-03-28,301.50701904296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800329,1980-03-29,300.8760681152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800330,1980-03-30,300.4259338378906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800331,1980-03-31,300.4497985839844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800401,1980-04-01,300.3509216308594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800402,1980-04-02,300.4573669433594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800403,1980-04-03,300.3551940917969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800404,1980-04-04,300.352783203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800405,1980-04-05,300.7218933105469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800406,1980-04-06,300.2165222167969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800407,1980-04-07,299.95916748046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800408,1980-04-08,300.3483581542969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800409,1980-04-09,301.1699523925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800410,1980-04-10,301.8668518066406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800411,1980-04-11,301.7770080566406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800412,1980-04-12,301.99505615234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800413,1980-04-13,301.47674560546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800414,1980-04-14,301.5497131347656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800415,1980-04-15,301.8852233886719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800416,1980-04-16,301.02789306640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800417,1980-04-17,300.6068115234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800418,1980-04-18,300.6413269042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800419,1980-04-19,301.38824462890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800420,1980-04-20,301.5182800292969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800421,1980-04-21,302.0357971191406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800422,1980-04-22,302.1419372558594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800423,1980-04-23,302.5707702636719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800424,1980-04-24,301.1925964355469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800425,1980-04-25,301.685546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800426,1980-04-26,300.8563232421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800427,1980-04-27,301.1443786621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800428,1980-04-28,301.0193786621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800429,1980-04-29,301.03717041015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800430,1980-04-30,300.9890441894531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800501,1980-05-01,300.6644592285156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800502,1980-05-02,300.6981201171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800503,1980-05-03,301.0995788574219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800504,1980-05-04,301.5786437988281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800505,1980-05-05,302.0098571777344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800506,1980-05-06,301.9749450683594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800507,1980-05-07,302.10614013671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800508,1980-05-08,301.8491516113281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800509,1980-05-09,301.7796325683594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800510,1980-05-10,302.4885559082031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800511,1980-05-11,302.411865234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800512,1980-05-12,301.6927185058594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800513,1980-05-13,301.7168273925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800514,1980-05-14,301.8443908691406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800515,1980-05-15,301.8631286621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800516,1980-05-16,301.07373046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800517,1980-05-17,301.5079040527344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800518,1980-05-18,301.6803894042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800519,1980-05-19,301.5881042480469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800520,1980-05-20,302.4141540527344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800521,1980-05-21,301.7296447753906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800522,1980-05-22,301.3907470703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800523,1980-05-23,301.3898010253906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800524,1980-05-24,301.7035827636719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800525,1980-05-25,302.2131042480469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800526,1980-05-26,302.1866149902344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800527,1980-05-27,301.6416015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800528,1980-05-28,301.2061462402344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800529,1980-05-29,301.00634765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800530,1980-05-30,300.78826904296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800531,1980-05-31,300.2777099609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800601,1980-06-01,299.9490966796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800602,1980-06-02,299.7872009277344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800603,1980-06-03,300.2741394042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800604,1980-06-04,300.5723876953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800605,1980-06-05,300.5428161621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800606,1980-06-06,300.9770202636719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800607,1980-06-07,300.3738098144531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800608,1980-06-08,301.29473876953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800609,1980-06-09,301.7133483886719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800610,1980-06-10,301.6465148925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800611,1980-06-11,301.7996520996094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800612,1980-06-12,301.5871276855469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800613,1980-06-13,301.6218566894531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800614,1980-06-14,301.3858337402344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800615,1980-06-15,301.51556396484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800616,1980-06-16,301.4740905761719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800617,1980-06-17,301.7665710449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800618,1980-06-18,301.8020324707031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800619,1980-06-19,301.029296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800620,1980-06-20,300.38983154296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800621,1980-06-21,300.124755859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800622,1980-06-22,300.817138671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800623,1980-06-23,301.0751037597656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800624,1980-06-24,301.2552490234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800625,1980-06-25,300.8669128417969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800626,1980-06-26,300.8810729980469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800627,1980-06-27,300.85504150390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800628,1980-06-28,301.16259765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800629,1980-06-29,300.95599365234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800630,1980-06-30,300.6341857910156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800701,1980-07-01,300.6716003417969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800702,1980-07-02,300.57049560546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800703,1980-07-03,300.7940979003906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800704,1980-07-04,300.86444091796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800705,1980-07-05,301.2951354980469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800706,1980-07-06,300.90802001953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800707,1980-07-07,300.9826965332031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800708,1980-07-08,300.82659912109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800709,1980-07-09,300.8788146972656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800710,1980-07-10,300.6404724121094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800711,1980-07-11,300.67120361328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800712,1980-07-12,300.5619812011719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800713,1980-07-13,300.6954040527344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800714,1980-07-14,300.3677673339844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800715,1980-07-15,300.5318603515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800716,1980-07-16,300.4388122558594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800717,1980-07-17,300.3754577636719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800718,1980-07-18,300.5282287597656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800719,1980-07-19,300.3890075683594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800720,1980-07-20,300.5288391113281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800721,1980-07-21,300.583740234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800722,1980-07-22,300.3046569824219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800723,1980-07-23,300.3974609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800724,1980-07-24,300.1798400878906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800725,1980-07-25,300.11053466796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800726,1980-07-26,300.0944519042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800727,1980-07-27,300.0500793457031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800728,1980-07-28,300.2087707519531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800729,1980-07-29,299.9091796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800730,1980-07-30,300.21337890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800731,1980-07-31,300.2308654785156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800801,1980-08-01,300.1737365722656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800802,1980-08-02,300.2157287597656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800803,1980-08-03,300.2651062011719,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800804,1980-08-04,300.4351806640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800805,1980-08-05,300.4490051269531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800806,1980-08-06,300.3572692871094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800807,1980-08-07,300.4489440917969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800808,1980-08-08,300.4341125488281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800809,1980-08-09,300.44500732421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800810,1980-08-10,300.1134948730469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800811,1980-08-11,300.3385314941406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800812,1980-08-12,300.2041320800781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800813,1980-08-13,300.2061767578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800814,1980-08-14,299.9444885253906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800815,1980-08-15,299.8035583496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800816,1980-08-16,300.03076171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800817,1980-08-17,300.0439147949219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800818,1980-08-18,299.7645263671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800819,1980-08-19,299.9892578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800820,1980-08-20,299.9288330078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800821,1980-08-21,299.91595458984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800822,1980-08-22,300.1598815917969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800823,1980-08-23,300.4032287597656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800824,1980-08-24,300.4718017578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800825,1980-08-25,299.9690246582031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800826,1980-08-26,299.6376037597656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800827,1980-08-27,300.1495361328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800828,1980-08-28,300.32196044921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800829,1980-08-29,300.27032470703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800830,1980-08-30,300.0845031738281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800831,1980-08-31,300.2537536621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800901,1980-09-01,300.2798767089844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800902,1980-09-02,299.9744873046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800903,1980-09-03,299.9931335449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800904,1980-09-04,300.24456787109375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800905,1980-09-05,300.4377136230469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800906,1980-09-06,300.3991394042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800907,1980-09-07,300.2555847167969,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800908,1980-09-08,300.37225341796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800909,1980-09-09,300.4317932128906,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800910,1980-09-10,300.4722595214844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800911,1980-09-11,300.44024658203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800912,1980-09-12,300.5404357910156,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800913,1980-09-13,300.4989929199219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800914,1980-09-14,300.56298828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800915,1980-09-15,300.32696533203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800916,1980-09-16,300.41436767578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800917,1980-09-17,300.4642028808594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800918,1980-09-18,300.2339172363281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800919,1980-09-19,300.6142272949219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800920,1980-09-20,300.76934814453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800921,1980-09-21,300.6474609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800922,1980-09-22,300.6866149902344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800923,1980-09-23,299.9634094238281,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800924,1980-09-24,299.8074035644531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800925,1980-09-25,299.28887939453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800926,1980-09-26,298.8707580566406,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800927,1980-09-27,299.53082275390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800928,1980-09-28,300.5061340332031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800929,1980-09-29,300.88287353515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19800930,1980-09-30,300.1865539550781,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801001,1980-10-01,298.91302490234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801002,1980-10-02,300.1517028808594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801003,1980-10-03,300.8089294433594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801004,1980-10-04,300.51434326171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801005,1980-10-05,300.6184997558594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801006,1980-10-06,300.5798645019531,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801007,1980-10-07,300.4071350097656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801008,1980-10-08,299.8748474121094,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801009,1980-10-09,299.5745544433594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801010,1980-10-10,299.3758850097656,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801011,1980-10-11,299.1036376953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801012,1980-10-12,298.9859313964844,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801013,1980-10-13,299.5920104980469,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801014,1980-10-14,300.0343017578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801015,1980-10-15,298.82171630859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801016,1980-10-16,299.0295715332031,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801017,1980-10-17,299.9705810546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801018,1980-10-18,300.96893310546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801019,1980-10-19,300.7295837402344,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801020,1980-10-20,300.31256103515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801021,1980-10-21,300.4150390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801022,1980-10-22,300.6695556640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801023,1980-10-23,300.43939208984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801024,1980-10-24,300.8186950683594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801025,1980-10-25,300.65045166015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801026,1980-10-26,300.033447265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801027,1980-10-27,300.3479919433594,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801028,1980-10-28,299.0956726074219,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801029,1980-10-29,300.52105712890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
19801030,1980-10-30,299.9646911621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
