image,c1,c1,c1,c2,c2,c2,c3,c3,c3,c4,c4,c4,c5,c5,c5,c6,c6,c6,c7,c7,c7,c8,c8,c8
name,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist,x,y,dist
2021_10_30.png,290.5,227.9,1.4866068747318506,314.8,228.9,0.1,230.0,309.5,0.5830951894845301,258.4,306.9,3.6400549446402595,379.9,326.4,8.352843827104634,387.0,352.9,1.6,392.9,357.5,137.26547271619327,392.9,357.5,161.54615439557824
2021_06_08.png,292.4,235.0,6.067124524847005,314.5,236.0,7.006425622241343,230.0,310.4,0.7810249675906654,255.9,309.8,0.3,360.9,319.5,26.21945842308723,352.9,342.5,36.14982710885351,366.9,412.4,167.78772303121585,393.9,482.4,187.44057725049825
2021_11_15.png,337.0,197.5,55.339859052946636,337.4,197.9,38.444375401350975,337.4,197.9,155.44780474487249,337.4,197.9,138.25718787824377,337.5,197.9,133.60785905028192,337.5,197.9,164.2370542843484,337.9,197.5,258.4817401674633,337.9,197.5,283.33400784233436
2021_10_23.png,174.5,1105.0,883.7788184834484,174.5,1105.0,887.1640716350048,174.5,1105.0,797.0997679086352,174.5,1105.0,799.3859706049387,174.5,1105.0,811.3231477037987,174.5,1105.0,780.0041666555378,174.5,1105.0,815.3410329426576,174.5,1105.0,815.4080266958377
2021_10_07.png,,,,,,,,,,,,,,,,,,,,,,,,
2021_06_17.png,,,,,,,,,,,,,,,,,,,,,,,,
2022_01_02.png,291.5,236.0,7.0,311.5,235.0,6.847627326307996,229.5,319.0,9.2,254.9,308.5,1.8384776310850235,360.9,319.5,26.21945842308723,353.9,356.4,33.15448687583628,359.9,325.5,175.59729496777564,384.9,472.4,190.18877464245887
2021_12_17.png,291.5,225.9,3.1,314.8,229.0,0.0,228.5,306.9,3.0675723300355933,262.0,311.4,6.016643582596529,388.2,320.7,1.7691806012954132,388.4,357.0,2.8653097563788803,398.9,386.4,131.50482880867912,398.9,386.4,153.64950374147
2021_12_01.png,313.0,215.5,25.387004549572207,316.4,218.9,10.225947388873072,230.4,314.0,4.295346318982906,259.0,309.8,2.8,387.0,321.9,0.1,393.4,338.9,16.86179112668639,393.9,338.5,139.44034566795938,401.9,429.4,157.73385812817742
2021_06_24.png,291.5,236.0,7.0,314.5,237.0,8.005623023850173,229.5,309.8,0.0,255.9,309.5,0.42426406871192845,359.9,321.5,27.104612153653854,353.9,359.4,33.46072324382723,353.9,360.5,175.91364358684632,383.9,472.4,191.0705890502251
2022_03_07.png,290.5,234.0,5.0990195135927845,310.9,231.4,4.5793012567421245,229.5,319.0,9.2,254.5,307.9,2.5495097567963922,387.4,317.9,4.119465984809196,379.5,366.0,13.72953021774598,396.9,373.4,132.62171767851598,396.9,373.5,155.86006544333287
2022_03_23.png,291.5,236.0,7.0,313.5,237.0,8.104936767180853,230.0,309.8,0.5,254.5,307.9,2.5495097567963922,389.4,326.0,4.664761515876241,392.4,334.9,20.330272993740145,392.9,334.5,141.39239724963997,392.9,334.5,166.66181326266673
2022_05_19.png,153.5,1134.0,915.4610860107599,153.5,1134.0,919.2620355480803,153.5,1134.0,827.6965869205939,153.5,1134.0,830.5738558370351,153.5,1134.0,844.9060598670127,153.5,1134.0,813.7213896660207,153.5,1134.0,850.6144837704094,153.5,1134.0,850.8544235061602
2022_10_17.png,294.4,234.0,5.78013840664737,311.5,235.0,6.847627326307996,230.0,310.4,0.7810249675906654,255.5,308.9,1.1401754250991378,384.5,337.0,15.20690632574555,378.9,351.5,8.637708029332781,397.9,399.4,134.62956584643658,397.9,399.4,155.52096321718176
2022_07_13.png,,,,,,,,,,,,,,,,,,,,,,,,
2022_01_18.png,291.5,235.0,6.0,312.5,236.0,7.368174807915459,229.5,319.0,9.2,253.9,309.5,2.3194827009486403,360.9,319.5,26.21945842308723,352.9,355.4,34.11187476524854,359.9,324.5,175.85906288843915,386.9,476.4,190.36956164261136
2022_06_27.png,291.5,235.0,6.0,312.5,236.0,7.368174807915459,233.4,317.0,8.188406438373708,254.5,307.9,2.5495097567963922,359.9,322.0,27.1,353.9,357.4,33.226796414941965,353.9,360.5,175.91364358684632,383.9,472.4,191.0705890502251
2022_10_01.png,291.5,236.0,7.0,314.5,237.0,8.005623023850173,226.9,308.5,2.906888370749727,255.9,309.8,0.3,382.5,334.0,12.816005617976296,383.5,345.9,9.284934033152847,395.9,347.5,135.65105970835614,395.9,347.5,160.46357842202073
2022_08_30.png,237.5,361.0,142.61837188805654,237.5,361.0,152.96826468258047,225.5,357.0,47.36918829787988,237.5,361.0,54.508072796605084,337.5,412.0,102.71440989461993,398.4,425.0,71.41575456438167,398.9,425.4,141.47692391340715,401.9,433.4,158.9690850448602
2022_04_17.png,362.4,569.0,347.313705459488,399.4,561.0,342.60934021126747,287.4,585.0,281.2249099919849,307.4,581.0,275.9907244818202,399.4,561.0,239.32145745837335,399.4,561.0,206.87196523453827,403.5,561.0,227.98245546532743,403.5,561.0,232.51505327612662
2022_09_24.png,291.5,857.0,628.0,297.5,857.0,628.2382430256853,287.4,857.0,550.2547137462795,287.4,857.0,548.0887519371292,297.5,857.0,542.4345582648657,297.5,857.0,510.40816999730714,297.5,857.0,538.5350499271148,297.5,857.0,538.679171678282
2022_11_18.png,291.5,236.0,7.0,312.5,236.0,7.368174807915459,222.9,307.5,6.98927750200262,254.5,307.9,2.5495097567963922,360.9,319.5,26.21945842308723,353.9,356.4,33.15448687583628,366.9,414.4,168.29236465151945,366.9,414.4,188.32145390262895
2022_06_20.png,269.5,897.0,668.3621772661885,269.5,897.0,669.5342336281244,269.4,897.0,588.5540332034095,269.4,897.0,587.3483463839837,269.5,897.0,586.8826543696789,269.5,897.0,555.0788232314397,269.5,897.0,586.7503728162429,269.5,897.0,587.1960916082463
2023_03_19.png,,,,,,,,,,,,,,,,,,,,,,,,
2023_01_30.png,306.4,825.0,596.1862209075282,310.5,825.0,596.0155115431141,306.4,825.0,520.907525382385,306.4,825.0,517.6399134533581,310.5,825.0,508.7840897669659,310.5,825.0,476.67861290391454,310.5,825.0,504.060512240346,310.5,825.0,504.35131604864483
2023_01_05.png,315.0,221.5,24.66779276708802,317.4,225.9,4.045985664828782,237.4,286.9,24.224367896810023,269.4,330.0,24.13047865252573,373.9,330.4,15.56181223379848,380.5,340.9,15.07348665704123,380.9,340.5,151.69775871778728,384.9,417.4,171.19512259407392
2022_11_27.png,151.5,1145.0,926.636929978511,151.5,1145.0,930.4423087972731,151.5,1145.0,838.8343340612615,151.5,1145.0,841.7369719811528,151.5,1145.0,856.0311034068798,151.5,1145.0,824.8336195863988,151.5,1145.0,861.3710002083888,151.5,1145.0,861.5145094541356
2023_03_26.png,293.4,235.0,6.293647591023825,314.5,237.0,8.005623023850173,227.5,317.0,7.472616676907762,254.5,307.9,2.5495097567963922,374.5,304.9,21.18159578502054,390.0,355.4,3.132091952673165,394.9,388.4,135.72000589448854,394.9,388.4,157.71039914983413
2022_12_20.png,169.5,817.0,600.5231053007036,169.5,817.0,605.6864617935587,169.5,817.0,510.7365661473633,169.5,817.0,514.5568287371182,169.5,817.0,540.6766593815568,169.5,817.0,511.0895224909233,169.5,817.0,573.1631530375971,169.5,817.0,579.2057061183012
