ds,water_area_km2,Rainfall,Average_Temperature,Max_Temperature,Average_Humidity,Max_Humidity,Average_Wind_Speed,Max_Wind_Speed,mean_ndwi,month,day_of_year,month_sin,month_cos,day_sin,day_cos,lag1,lag3,lag7,lag14,rolling_avg_7,rolling_std_7,expanding_mean,month_year,monthly_mean,monthly_max,y
2019-04-06,11.035261573011448,1.0,28.629166666666663,31.5,74.20833333333333,93,7.5,14.5,-0.2902008413760971,4,96,0.8660254037844387,-0.49999999999999983,0.9966589017541702,-0.08167639533042241,9.752532028670007,10.994863048690494,10.341250225305172,9.3937820854564,9.99901589234612,0.7490599481969862,9.582033270283468,2019-04,10.528411935535384,11.035261573011448,2.401095744276992
2019-04-16,10.797442204924698,3.9,28.1625,31.8,80.375,92,8.583333333333334,13.8,-0.3158771464339669,4,106,0.8660254037844387,-0.49999999999999983,0.9679377830240642,-0.25119006388481935,11.035261573011448,9.507577434400847,9.432684226755896,8.426005265501491,10.193981317798807,0.7546762260810098,9.604965514333301,2019-04,10.528411935535384,11.035261573011448,2.3793092741296418
2019-05-06,8.261953369356043,0.0,29.066666666666663,31.0,72.08333333333333,81,16.845833333333335,20.6,-0.3715841440844862,5,126,0.49999999999999994,-0.8660254037844387,0.8263541987239096,-0.5631507242749186,10.797442204924698,9.752532028670007,9.180588017375868,10.776312853663304,10.062747796653117,1.0002022787072473,9.580094919055945,2019-05,8.908482458193252,10.8304729148842,2.111661046179185
2019-05-11,7.521209834791715,1.7,29.024999999999995,31.0,77.5,85,16.908333333333335,20.6,-0.3369129244255068,5,131,0.49999999999999994,-0.8660254037844387,0.7748840413670407,-0.6321034111873487,8.261953369356043,11.035261573011448,10.089604917518283,9.863145255961337,9.695834213406465,1.3855650143312253,9.542660644796596,2019-05,8.908482458193252,10.8304729148842,2.0177270086372867
2019-05-16,9.020293713741044,3.4,28.08333333333333,30.1,85.08333333333333,91,17.333333333333332,20.9,-0.3790270153951413,5,136,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722,7.521209834791715,10.797442204924698,10.994863048690494,10.4093704289309,9.413752879842258,1.273488146404943,9.53333266388489,2019-05,8.908482458193252,10.8304729148842,2.199476897152004
2019-05-21,10.8304729148842,1.7,28.016666666666666,30.1,82.70833333333333,93,15.416666666666666,20.1,-0.1998455021364937,5,141,0.49999999999999994,-0.8660254037844387,0.6551563572090853,-0.7554933140726803,9.020293713741044,8.261953369356043,9.507577434400847,10.4093704289309,9.602737948482737,1.3831677092620411,9.556089510393647,2019-05,8.908482458193252,10.8304729148842,2.382363728100494
2019-07-25,10.747551947826906,5.6,27.191666666666663,28.8,82.29166666666667,90,20.02083333333333,25.3,-0.2304498711322548,7,206,-0.4999999999999998,-0.8660254037844388,-0.39359027665646645,-0.9192859697186105,10.8304729148842,7.521209834791715,9.752532028670007,9.6244507179484,9.744883651219437,1.4506113936694016,9.576631966211464,2019-07,10.747551947826906,10.747551947826906,2.3746780037871194
2019-08-14,7.995491203536926,1.0,27.629166666666663,28.8,80.79166666666667,86,22.175,26.9,-0.4191350193769902,8,226,-0.8660254037844384,-0.5000000000000004,-0.6807734094770159,-0.7324940716135792,10.747551947826906,9.020293713741044,11.035261573011448,10.341250225305172,9.310630741294505,1.4549289856194172,9.549832970233929,2019-08,7.995491203536926,7.995491203536926,2.0788777844907256
2019-09-08,7.9657177124581136,0.1,28.004166666666663,29.7,81.66666666666667,87,17.725,22.8,-0.4016822964317003,9,251,-1.0,-1.8369701987210297e-16,-0.9242907221930934,-0.3816892202666586,7.995491203536926,10.8304729148842,10.797442204924698,9.432684226755896,8.906098670942136,1.3634251888974274,9.523431049271,2019-09,7.9657177124581136,7.9657177124581136,2.0751470488388777
2019-10-03,10.261530179225064,14.3,26.291666666666668,28.5,89.875,99,7.566666666666666,12.3,-0.2657081391673467,10,276,-0.8660254037844386,0.5000000000000001,-0.9992500112396835,0.03872228089217399,7.9657177124581136,10.747551947826906,8.261953369356043,9.180588017375868,9.191752500923425,1.4144877815149082,9.535531035007951,2019-10,11.582927523658265,13.34361000814688,2.3284019698721794
