 
date,water_area_km2,Rainfall,Average_Temperature,Max_Temperature,Average_Humidity,Max_Humidity,Average_Wind_Speed,Max_Wind_Speed,mean_ndwi
2019-02-15,9.432684226755896,2.6,27.29583333333333,31.9,79.33333333333333,92,10.291666666666666,15.2,-0.3385704269953872
2019-02-20,9.180588017375868,0.0,28.38333333333333,33.7,65.375,88,16.741666666666664,20.2,-0.3748739584564095
2019-02-25,10.089604917518283,0.2,27.412500000000005,32.3,75.29166666666667,89,10.0125,16.4,-0.432561265723192
2019-03-22,10.994863048690494,0.2,28.0125,31.4,81.25,98,5.9875,14.4,-0.2464265204391563
2019-03-27,9.507577434400847,0.0,28.0875,33.3,74.33333333333333,93,8.945833333333333,19.1,-0.3888029702913171
2019-04-01,9.752532028670007,0.0,28.71666666666667,32.4,72.625,93,10.954166666666666,17.9,-0.3343859001627506
2019-04-06,11.035261573011448,1.0,28.629166666666663,31.5,74.20833333333333,93,7.5,14.5,-0.2902008413760971
2019-04-16,10.797442204924698,3.9,28.1625,31.8,80.375,92,8.583333333333334,13.8,-0.3158771464339669
2019-05-06,8.261953369356043,0.0,29.066666666666663,31.0,72.08333333333333,81,16.845833333333335,20.6,-0.3715841440844862
2019-05-11,7.521209834791715,1.7,29.024999999999995,31.0,77.5,85,16.908333333333335,20.6,-0.3369129244255068
2019-05-16,9.020293713741044,3.4,28.08333333333333,30.1,85.08333333333333,91,17.333333333333332,20.9,-0.3790270153951413
2019-05-21,10.8304729148842,1.7,28.016666666666666,30.1,82.70833333333333,93,15.416666666666666,20.1,-0.1998455021364937
2019-07-25,10.747551947826906,5.6,27.191666666666663,28.8,82.29166666666667,90,20.02083333333333,25.3,-0.2304498711322548
2019-08-14,7.995491203536926,1.0,27.629166666666663,28.8,80.79166666666667,86,22.175,26.9,-0.4191350193769902
2019-09-08,7.9657177124581136,0.1,28.004166666666663,29.7,81.66666666666667,87,17.725,22.8,-0.4016822964317003
2019-10-03,10.261530179225064,14.3,26.291666666666668,28.5,89.875,99,7.566666666666666,12.3,-0.2657081391673467
2019-10-13,11.143642383602849,20.8,25.916666666666668,29.2,88.58333333333333,96,6.0625,14.7,-0.3552440418055632
2019-10-18,13.34361000814688,28.9,26.15416666666667,30.1,87.875,96,5.0875,9.1,-0.3776574412816302
2019-11-07,11.09959447522786,2.3,27.3375,29.8,85.29166666666667,94,9.145833333333334,15.0,-0.360115463369308
2019-11-12,10.49840046115196,1.8,26.441666666666663,29.7,84.75,97,8.395833333333334,13.4,-0.4344444162336762
2019-11-17,16.756233467523078,1.8,26.52083333333333,30.6,85.75,97,5.654166666666666,9.8,-0.4794686339555211
2019-12-27,11.182639965818632,0.0,26.229166666666668,30.7,76.625,87,13.4625,15.4,-0.5163108144732628
2020-01-01,8.944068110739554,2.3,26.8625,30.5,83.20833333333333,94,8.683333333333332,13.2,-0.3370941627325853
2020-01-06,10.204148557789756,0.2,27.53333333333333,32.0,74.33333333333333,93,16.09583333333333,20.5,-0.4626953506548107
2020-01-16,9.736571406551343,0.0,25.8,31.6,73.625,83,13.695833333333333,23.9,-0.4833715312431336
2020-01-26,9.061155580843812,0.0,26.4875,32.3,71.66666666666667,87,14.829166666666666,19.4,-0.4709357699310826
2020-01-31,10.4331825059745,0.0,27.620833333333337,34.1,62.41666666666666,85,13.608333333333334,16.6,-0.4834000379302222
2020-02-10,10.454985005434516,0.0,27.808333333333334,33.9,56.66666666666666,77,17.120833333333334,23.2,-0.4655891057244543
2020-02-15,10.789702741627648,0.0,27.4875,32.9,68.29166666666667,81,12.6625,23.7,-0.4394984920422727
2020-02-20,10.597752911570822,0.0,28.53333333333333,35.0,60.125,80,18.28333333333333,21.9,-0.4087605811374321
2020-03-01,10.05795996064477,0.0,28.329166666666666,35.3,66.29166666666667,86,14.075000000000005,22.6,-0.3516297425127998
2020-03-11,10.905020811707496,0.9,27.837499999999995,31.7,77.29166666666667,91,8.616666666666667,15.8,-0.2410980181844741
2020-03-16,8.77773629613707,3.9,28.370833333333334,33.0,74.375,85,12.566666666666668,22.1,-0.371421310240989
2020-03-21,10.356619931057317,1.9,27.758333333333336,31.0,81.83333333333333,99,8.012500000000001,17.2,-0.2776659231271578
2020-03-31,11.553523089152492,0.6,27.995833333333334,31.8,77.54166666666667,94,9.195833333333333,17.4,-0.2152632864170828
2020-04-05,10.30653378172487,0.9,28.05416666666667,31.6,80.79166666666667,98,7.162499999999999,12.0,-0.2995862413625175
2020-04-10,11.333769065966797,3.7,27.941666666666663,31.5,84.45833333333333,99,4.958333333333333,9.5,-0.2826489480269206
2020-04-15,10.780608865649652,3.9,27.099999999999994,30.9,85.625,99,5.520833333333333,13.0,-0.3309669001630559
2020-04-20,10.92777651972608,2.6,28.620833333333334,34.1,81.58333333333333,99,6.366666666666667,11.8,-0.4339545768784347
2020-04-25,8.926279170243562,2.0,28.5625,31.2,84.04166666666667,95,9.125,13.5,-0.3013899953443558
2020-05-05,10.050477236136157,1.4,28.325,31.4,82.45833333333333,93,10.904166666666669,16.6,-0.2940791662751519
2020-06-04,9.422431856758378,0.1,28.366666666666664,30.2,76.875,86,17.933333333333334,21.4,-0.4912788114109693
2020-06-09,9.026113114658008,2.2,28.258333333333336,29.7,82.95833333333333,88,18.85833333333333,23.4,-0.3415886668967435
2020-06-14,7.464699614151778,3.1,28.23333333333333,29.8,81.79166666666667,89,19.575,22.6,-0.2367798370934107
2020-06-19,7.204555357432166,3.8,28.241666666666664,29.5,82.625,91,20.58333333333333,25.8,-0.2602923682446034
2020-08-18,7.641649157940074,2.2,27.370833333333337,29.2,83.45833333333333,91,16.7375,20.0,-0.3213666309972887
2020-08-23,8.810982302818863,2.1,27.40416666666667,29.2,84.08333333333333,91,15.245833333333332,19.4,-0.4012671281917665
2020-08-28,8.928926606787584,1.5,27.616666666666664,29.1,79.91666666666667,84,17.3875,24.1,-0.3721317716416145
2020-09-27,0.5322763099250344,2.4,27.166666666666668,29.1,83.08333333333333,93,14.554166666666664,18.4,-0.416188666533756
2020-10-17,8.122315868855315,2.8,27.308333333333337,28.9,78.70833333333333,84,16.154166666666665,20.9,-0.3014187664648374
2020-10-22,10.71684152382525,3.1,27.291666666666668,28.7,83.08333333333333,90,19.8,24.7,-0.4384130144533745
2020-11-01,8.893590519912058,0.1,27.241666666666664,29.7,84.66666666666667,97,8.1875,14.4,-0.3529838893395166
2020-12-11,10.346815437236948,0.0,26.366666666666664,30.8,75.20833333333333,90,13.316666666666665,15.8,-0.4887920554517013
2020-12-16,11.801423287964822,1.3,25.804166666666664,29.5,84.5,96,7.2875,11.6,-0.3181052617521892
2021-01-05,9.947167349476532,16.0,25.262500000000003,28.5,90.75,97,8.008333333333333,14.0,-0.3746836747482987
2021-01-25,8.115729816359098,0.0,25.77916666666667,30.9,70.45833333333333,89,12.55,16.7,-0.4090732619795796
2021-01-30,6.160771499612486,3.9,26.20833333333333,29.8,82.125,93,13.45,17.9,-0.371880869067188
2021-02-09,9.350221217309809,0.0,26.100000000000005,31.0,65.70833333333333,83,17.995833333333334,25.0,-0.4449870910309032
2021-02-14,8.075850833922862,0.0,26.21666666666667,31.4,78.54166666666667,95,14.316666666666668,21.0,-0.2937393720370138
2021-02-19,10.34675583707969,3.4,26.441666666666663,30.5,78.79166666666667,94,12.483333333333334,20.0,-0.230593162516168
2021-03-01,10.464747926493322,0.0,26.6125,31.6,76.04166666666667,97,10.55,18.1,-0.3992673758976602
2021-03-11,8.91697556465059,1.8,26.570833333333336,32.0,81.33333333333333,96,7.845833333333334,14.0,-0.332306825103882
2021-03-16,9.951485540630742,3.0,27.516666666666666,32.8,76.16666666666667,88,10.829166666666666,17.9,-0.37411395221338
2021-03-21,10.088617854748051,5.0,26.675,30.0,84.70833333333333,98,5.229166666666667,13.0,-0.2474151711561465
2021-03-26,11.417730834682809,4.4,27.179166666666664,32.2,76.70833333333333,92,7.8875,15.4,-0.3935548823214617
2021-03-31,9.470486380317716,0.0,28.633333333333336,31.4,76.04166666666667,87,13.6875,16.6,-0.2414557372847768
2021-04-05,7.571265631798117,0.0,28.995833333333337,32.2,77.625,93,11.608333333333334,16.3,-0.2926352264491142
2021-04-10,8.989983677659456,5.8,27.51666666666667,31.5,79.58333333333333,96,7.479166666666667,12.2,-0.3526686491475603
2021-06-19,10.61551992202507,0.3,27.8125,29.5,83.45833333333333,89,16.295833333333334,21.3,-0.470415714493688
2021-07-19,9.528143205426382,0.0,27.60833333333333,29.0,81.33333333333333,87,22.741666666666664,27.4,-0.4284879741299715
2021-09-22,9.75290475910333,0.8,27.758333333333336,29.5,80.5,90,16.729166666666668,19.5,-0.3796385607313882
2021-10-22,12.56887934515908,10.8,26.070833333333336,29.1,87.0,98,8.462499999999999,11.7,-0.296757462096413
2021-11-11,10.433509659079874,8.0,25.941666666666663,28.2,85.54166666666667,95,10.595833333333331,16.9,-0.166728048570967
2021-11-21,13.095589181075516,0.0,26.808333333333337,29.0,74.79166666666667,90,9.7625,12.6,-0.489439564697373
2021-12-01,16.30268481719588,2.1,26.125,31.3,83.66666666666667,98,7.045833333333333,16.4,-0.3474920091175855
2021-12-11,11.77058351404359,0.2,27.275,31.8,75.83333333333333,91,14.875,20.7,-0.3728822896676305
2021-12-16,9.081280398015275,2.9,26.258333333333336,30.6,82.25,95,11.566666666666668,15.6,-0.1540798847404186
2021-12-21,8.310163861046885,2.0,26.079166666666666,29.7,80.04166666666667,94,13.4375,17.9,-0.2500608131789445
2021-12-26,8.586181015143657,0.0,25.641666666666666,31.1,70.0,89,12.345833333333331,17.9,-0.3288957464411918
2021-12-31,11.468082704253549,2.5,25.7625,30.4,82.54166666666667,93,12.441666666666668,17.1,-0.4611225754824853
2022-01-15,9.56966583214686,0.0,27.120833333333334,32.0,79.625,98,8.8375,15.8,-0.3909482650749601
2022-01-30,13.586319110885556,1.1,26.679166666666664,30.3,81.75,96,11.133333333333336,19.0,-0.2032506338587171
2022-02-14,10.140043996532484,1.0,26.59583333333333,31.2,73.16666666666667,94,14.604166666666666,20.7,-0.2269146038674487
2022-03-11,10.688251926666856,0.8,27.3,32.6,75.33333333333333,94,13.654166666666669,23.7,-0.2677781437302327
2022-03-21,9.366949837310903,0.4,28.191666666666663,30.7,80.95833333333333,94,13.554166666666667,19.2,-0.160811467035524
2022-03-26,10.469424435481764,1.9,27.370833333333334,31.0,78.20833333333333,92,7.7875,12.0,-0.1147948171976556
2022-03-31,10.64268778512465,0.1,27.675,30.7,80.625,93,10.629166666666668,16.5,-0.2004418502444546
2022-04-05,14.625118487153658,9.8,25.79583333333333,30.3,85.95833333333333,96,7.708333333333333,14.0,-0.1107225508931049
2022-04-15,12.822506601638617,0.3,28.08333333333333,30.7,82.375,96,12.216666666666669,17.6,-0.251069414781448
2022-04-30,13.417903976918415,3.2,28.2875,30.4,81.83333333333333,93,12.679166666666667,15.8,-0.201617348857494
2022-06-29,6.780193124490175,0.4,27.65416666666667,29.0,83.25,87,20.191666666666663,26.8,-0.2943615097828029
2022-07-19,9.634594144922833,0.0,26.9875,29.7,84.875,97,7.954166666666666,17.9,-0.297788918827901
2022-09-17,9.617965707117891,2.6,26.837499999999995,28.4,81.33333333333333,87,17.641666666666666,22.6,-0.2359386577005567
2022-09-22,10.378560193299055,1.2,27.2125,28.9,80.75,87,17.754166666666666,19.9,-0.2652935882865632
2022-09-27,10.283948515765976,0.4,27.52083333333333,29.7,80.66666666666667,88,14.291666666666666,18.8,-0.2605137945306982
2022-10-27,10.29122463205566,1.3,26.258333333333336,29.6,81.5,97,8.137500000000001,15.3,-0.2285438025775828
2022-11-26,10.582029983778764,0.4,25.925,29.3,83.41666666666667,94,5.95,9.8,-0.2360259075700233
2022-12-01,10.13084965632108,3.1,26.5,31.1,82.83333333333333,94,7.295833333333333,13.3,-0.2816595054763718
2022-12-16,10.141947207021673,1.3,25.558333333333334,30.0,77.25,93,10.370833333333332,15.3,-0.2202196690928064
2023-01-05,9.609333912875066,1.6,25.975,29.9,76.41666666666667,88,15.0,20.6,-0.214147144755028
2023-01-25,10.36810041114621,0.0,25.508333333333336,30.6,73.29166666666667,90,13.6875,17.8,-0.2992889430802837
2023-02-14,8.321071947363038,0.0,25.391666666666666,30.3,75.375,84,13.65,20.1,-0.16750976647871
2023-02-24,10.15466596072854,0.1,26.97083333333333,32.6,73.45833333333333,87,11.858333333333334,17.8,-0.2824292706049165
2023-03-06,9.379917647801536,2.4,27.229166666666668,32.9,76.45833333333333,94,12.570833333333336,20.8,-0.2254536400684624
2023-03-16,12.372590816690362,7.2,25.870833333333334,29.9,86.875,97,4.7250000000000005,11.6,-0.1507859378094257
2023-03-26,11.98189539705547,1.7,27.241666666666664,30.3,81.875,96,6.970833333333334,11.7,-0.1683841907434951
2023-03-31,10.821043393395756,2.8,27.558333333333334,30.5,81.70833333333333,94,8.204166666666667,14.1,-0.1600373234450751
2023-04-10,10.062081246506391,9.3,28.079166666666666,33.3,76.875,94,9.591666666666669,14.6,-0.2066654097895099
2023-05-25,5.923222679849066,2.3,28.77916666666667,30.6,78.70833333333333,87,16.633333333333333,20.7,-0.206411086895438
2023-07-09,8.050391108239506,1.2,27.34583333333333,28.9,84.66666666666667,90,15.358333333333334,18.7,-0.2421039199136608
2023-07-09,8.145471564670697,1.2,27.34583333333333,28.9,84.66666666666667,90,15.358333333333334,18.7,-0.2395611802571605
2023-07-14,9.603870752134553,1.0,27.475,28.8,81.83333333333333,88,19.58333333333333,23.7,-0.2797725342900802
2023-07-29,8.220339308521464,0.0,27.741666666666664,29.7,81.125,87,16.716666666666665,24.1,-0.2151226507540643
2023-08-03,8.232326112452846,1.4,27.5625,29.3,81.83333333333333,88,21.04583333333333,26.8,-0.1995266922084113
2023-08-23,8.951209569737811,1.7,27.78333333333333,30.3,79.29166666666667,91,17.016666666666666,22.2,-0.2556214245553645
2023-08-28,11.117760593961112,3.3,27.95833333333333,30.7,78.83333333333333,88,18.1125,23.2,-0.1510513253133604
2023-11-06,24.296782619441505,12.0,25.625,30.0,89.16666666666667,97,5.7625,12.6,-0.2489367110959199
2023-11-21,21.084969576182885,10.7,26.02916666666667,29.8,89.20833333333333,96,6.708333333333333,9.4,-0.1734984392890341
2023-12-26,10.14067350606091,0.5,26.9375,30.9,77.75,92,17.375,22.9,-0.2550885759554421
2024-01-05,11.323781677169496,1.3,26.72083333333333,31.5,81.41666666666667,90,10.170833333333333,18.9,-0.2879288149950834
2024-01-25,10.416536146713431,0.0,26.275,32.1,67.16666666666667,83,11.520833333333334,16.3,-0.3136424825865772
2024-02-04,9.781809673882456,4.3,26.74166666666667,31.6,80.5,94,12.975,16.6,-0.182246742535305
2024-02-09,9.32698645376072,0.0,27.575,33.6,68.04166666666667,91,15.216666666666669,20.3,-0.2799176080781821
2024-02-19,9.980409517582666,0.0,28.9375,35.2,66.0,90,16.279166666666665,20.0,-0.2789129651925307
2024-02-24,10.265283353253048,2.1,27.76666666666667,31.4,81.45833333333333,95,7.429166666666667,16.0,-0.1839274161411175
2024-03-05,10.208508987828148,0.0,27.77083333333333,34.0,70.875,90,9.658333333333331,19.8,-0.2654922541354654
2024-03-10,9.798805209907318,0.0,28.10833333333333,33.1,74.0,94,10.566666666666666,21.3,-0.2441743282366134
2024-03-15,9.706938258902031,0.0,28.745833333333337,33.0,73.08333333333333,90,10.795833333333334,17.4,-0.1646581310105322
2024-03-20,10.085944049810188,0.5,28.729166666666668,33.8,71.75,92,8.0875,19.8,-0.1468714218295681
2024-03-25,10.00134987689855,0.1,28.704166666666666,35.4,76.83333333333333,96,11.65,17.8,-0.2042191011439965
2024-04-04,11.810259368780164,9.8,28.445833333333336,32.3,81.04166666666667,94,7.445833333333333,13.2,-0.161772087475212
2024-04-04,13.242344760535143,9.8,28.445833333333336,32.3,81.04166666666667,94,7.445833333333333,13.2,-0.1629975582575955
2024-04-09,10.264344849222573,0.6,29.03333333333333,34.9,76.04166666666667,97,9.391666666666667,20.1,-0.2223961657622623
2024-06-23,8.540756356631052,7.9,27.6875,29.6,81.625,88,25.5875,29.1,-0.1924910388383764
2024-06-28,8.28126441684618,3.8,27.641666666666666,29.6,82.25,90,16.92916666666667,20.8,-0.2581746604014543
2024-08-07,9.536603640950515,1.0,27.625,29.6,82.75,90,15.370833333333335,18.0,-0.2421013357323916
2024-10-01,11.497521716651825,0.9,27.1125,30.7,84.91666666666667,96,9.575,15.6,-0.2804768195000985
2024-10-16,13.264256722204836,4.6,27.149999999999995,29.5,84.08333333333333,96,15.9,21.9,-0.2208890869476813
=======
date,water_area_km2,Rainfall,Average_Temperature,Max_Temperature,Average_Humidity,Max_Humidity,Average_Wind_Speed,Max_Wind_Speed,mean_ndwi
2016-03-27,11.199878714864337,0.7,29.5875,33.0,71.16666666666667,84,6.7250000000000005,12.6,-0.2795716781774855
2016-06-05,12.841874287252514,3.7,27.366666666666664,28.5,88.16666666666667,93,17.175,20.6,-0.245997989421915
2016-08-24,6.990634452149394,0.3,26.837499999999995,28.6,83.33333333333333,89,16.891666666666666,20.3,-0.1421783811890573
2016-10-03,8.239966892970903,0.9,26.870833333333334,28.6,82.79166666666667,90,14.195833333333333,18.9,-0.3320789930503718
2016-11-12,7.958564395296939,5.9,26.808333333333334,30.3,83.25,91,5.708333333333333,7.8,-0.1778860855874328
2016-12-22,8.753162195494646,0.0,26.875,30.4,76.20833333333333,90,11.683333333333332,14.0,-0.3333232830323062
2017-01-31,10.021546041743017,0.0,25.83333333333333,30.3,80.04166666666667,96,12.745833333333332,16.8,-0.4622900490760937
2017-02-10,9.36272864388667,0.0,24.78333333333333,29.6,71.04166666666667,83,12.924999999999995,19.2,-0.4622646412566144
2017-03-22,8.848279182454187,0.0,27.625,33.5,76.91666666666667,95,10.966666666666669,16.8,-0.4611596597077135
2017-05-01,8.492701262652467,0.9,28.28333333333333,30.9,79.04166666666667,90,11.216666666666669,16.5,-0.2483325533845214
2017-07-20,8.963021256949151,3.2,27.6375,29.3,81.20833333333333,89,19.745833333333334,22.7,-0.315876760322796
2017-10-03,8.455570637562946,5.6,27.141666666666666,29.1,84.08333333333333,91,14.975,20.3,-0.3712270965735708
2017-10-08,8.338468216184129,8.7,27.27916666666667,29.4,84.375,93,14.666666666666666,19.5,-0.4131041289766665
2017-10-23,8.692687651082831,2.9,27.3875,29.2,85.25,93,13.404166666666669,19.6,-0.4310227874302118
2017-11-17,9.052354465646063,0.0,26.808333333333337,29.3,79.5,96,8.420833333333334,12.7,-0.3918116638015575
2017-12-07,7.881802372511921,1.1,25.754166666666663,28.4,86.70833333333333,95,8.229166666666666,13.0,-0.3504890256390005
2017-12-22,10.202282166021606,0.0,25.95416666666667,30.2,73.25,91,14.766666666666666,20.5,-0.4284547091611919
2017-12-27,9.381164672792671,1.0,26.254166666666663,29.5,77.45833333333333,91,15.85,22.7,-0.2623612759658786
2018-01-01,9.560334183726347,0.4,25.56666666666668,29.5,79.29166666666667,94,9.704166666666667,15.2,-0.4593454111530408
2018-02-05,9.91124223154512,1.1,27.09583333333333,33.6,69.91666666666667,84,14.791666666666666,18.4,-0.4290363951695443
2018-02-10,10.460755267385684,0.1,26.57083333333333,31.3,76.41666666666667,95,10.708333333333334,16.7,-0.4013959212204053
2018-02-15,9.1654438110105,0.7,27.96666666666667,33.3,69.95833333333333,91,15.866666666666667,21.3,-0.3253312260531203
2018-02-20,9.239054749730483,0.0,26.304166666666664,33.2,59.5,81,15.304166666666664,20.1,-0.4651743650757377
2018-03-07,8.3703732419436,0.0,26.77083333333333,30.6,70.875,84,12.216666666666669,17.9,-0.2889740721640526
2018-03-22,8.681406124893963,0.5,28.14583333333333,30.8,79.625,90,10.595833333333331,16.5,-0.2733493447818897
2018-03-27,8.830790268517827,1.3,27.26666666666667,30.8,82.66666666666667,94,7.229166666666667,15.4,-0.2798948899886296
2018-04-01,8.420242457068827,3.5,27.73333333333333,30.9,81.41666666666667,92,10.754166666666668,15.9,-0.252392994417098
2018-04-11,7.404431160935345,8.8,27.104166666666668,31.9,85.5,98,5.379166666666666,13.8,-0.3498529198707119
2018-05-11,9.66269044059388,12.9,27.3375,29.8,85.20833333333333,95,11.204166666666666,15.7,-0.3870539934283585
2018-07-05,8.376094273404949,4.0,27.3125,28.7,83.20833333333333,90,18.8125,24.5,-0.2902042830403166
2018-09-08,9.287708901808791,0.0,26.825,29.0,80.5,90,15.929166666666664,19.9,-0.3432691162601656
2018-09-13,9.786751000842042,0.3,27.412500000000005,29.8,77.95833333333333,87,14.866666666666667,19.1,-0.4037392808653458
2018-10-18,10.89280850758822,0.9,26.729166666666668,29.2,85.04166666666667,95,7.445833333333333,10.6,-0.3566430014099623
2018-11-17,14.14045770695562,2.4,26.133333333333336,29.3,87.29166666666667,96,6.383333333333333,12.3,-0.158417388595238
2018-11-22,11.92300653645355,1.6,26.54583333333333,29.7,83.54166666666667,94,5.400000000000001,9.7,-0.3631877326094985
2018-12-02,12.012617251455266,0.0,26.52500000000001,31.4,74.58333333333333,90,12.841666666666669,16.9,-0.4928730694622873
2018-12-17,9.226035923243142,0.0,25.125,29.3,79.83333333333333,95,7.233333333333334,11.9,-0.4673612427857107
2018-12-27,9.3937820854564,0.4,26.154166666666665,29.9,86.66666666666667,97,8.554166666666667,11.8,-0.3382166336535817
2019-01-01,8.426005265501491,0.0,25.579166666666666,29.3,73.75,86,17.229166666666668,22.4,-0.3008774311386039
2019-01-06,10.776312853663304,0.0,25.3125,29.8,68.79166666666667,90,14.85,19.9,-0.4451259980273458
2019-01-11,9.863145255961337,0.0,26.08333333333333,30.6,70.29166666666667,84,15.479166666666666,21.9,-0.4111504243212796
2019-01-26,10.4093704289309,0.3,27.64166666666667,33.2,73.75,92,13.125,17.4,-0.3982772834556045
2019-01-26,10.4093704289309,0.3,27.64166666666667,33.2,73.75,92,13.125,17.4,-0.3982772834556045
2019-01-31,9.6244507179484,0.0,27.5,33.1,65.41666666666667,89,18.525,24.6,-0.3609305732611435
2019-02-10,10.341250225305172,12.2,26.445833333333336,30.2,84.0,97,8.383333333333333,14.2,-0.3572921899984276
2019-02-15,9.432684226755896,2.6,27.29583333333333,31.9,79.33333333333333,92,10.291666666666666,15.2,-0.3385704269953872
